sentence,actual_label,predicted_label,confidence,correct
"Oh, and Brokeback Mountain is a TERRIBLE movie...",Negative,Negative,0.9999539852142334,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",Positive,Positive,0.9999731779098511,True
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",Negative,Negative,0.9999549388885498,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
The Da Vinci Code sucked big time.,Negative,Negative,0.9999568462371826,True
How?.-Mission Impossible III is really boring the second time around..-The new Cobequid health center is soooooooo nice!...,Negative,Negative,0.9476836919784546,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
"Copy / Pastings from the Mpreg Archive Challenge Section, or Why I Hate the Harry Potter Fandom:..",Negative,Negative,0.9999068975448608,True
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",Negative,Negative,0.9999188184738159,True
Brokeback Mountain is a beautiful movie that is carefully done.,Positive,Positive,0.9999619722366333,True
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",Negative,Negative,0.9999252557754517,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",Positive,Positive,0.9999681711196899,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
"Is it just me, or does Harry Potter suck?...",Negative,Negative,0.9999535083770752,True
i thought the da vinci code movie was really boring.,Negative,Negative,0.9998992681503296,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
These Harry Potter movies really suck.,Negative,Negative,0.9999580383300781,True
My friend said Mission Impossible sucked -- big time...,Negative,Negative,0.9999450445175171,True
"P. S. change background, I love Brokeback Mountain, I love Jake so much!..",Positive,Positive,0.9999626874923706,True
this coming from the person who said that Harry Potter sucks just a few hours ago?.(,Negative,Negative,0.9999555349349976,True
Ok brokeback mountain is such a horrible movie.,Negative,Negative,0.9999488592147827,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
I love Brokeback Mountain....,Positive,Positive,0.9999717473983765,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
Harry Potter does suck though No offence...,Negative,Negative,0.99996018409729,True
that and the da vinci code is awesome so far.,Positive,Positive,0.999975323677063,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
Ok brokeback mountain is such a horrible movie.,Negative,Negative,0.9999488592147827,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
"Good Night and Good Luck's a close second, but I freaking hated Brokeback Mountain.",Negative,Negative,0.9997556805610657,True
I hate Harry Potter with a passion but these are hilarious!..................,Negative,Negative,0.9997183680534363,True
lol nd i heard da vinci code sucks..,Negative,Negative,0.9999642372131348,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
I am going to start reading the Harry Potter series again because that is one awesome story.,Positive,Positive,0.9999700784683228,True
The Da Vinci Code was absolutely AWESOME!,Positive,Positive,0.9999727010726929,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
i like to play mission impossible..,Positive,Positive,0.9999589920043945,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
Love luv lubb the Da Vinci Code!,Positive,Positive,0.9999715089797974,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
"I read "" Angels & Demons "" first and am now onto "" The Da Vinci Code "" which so far is awesome.",Positive,Positive,0.999967098236084,True
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",Negative,Negative,0.9999252557754517,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
Da Vinci Code sucks.,Negative,Negative,0.9999632835388184,True
The Da Vinci Code was absolutely AWESOME!,Positive,Positive,0.9999727010726929,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",Positive,Positive,0.9999681711196899,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
brokeback mountain is awesome.,Positive,Positive,0.9999748468399048,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
brokeback mountain was pretty awesome.,Positive,Positive,0.9999743700027466,True
i hated brokeback mountain..,Negative,Negative,0.9999287128448486,True
Brokeback Mountain sounds beautiful...,Positive,Positive,0.999964714050293,True
Harry Potter can suck my clit...,Negative,Negative,0.9999371767044067,True
DA VINCI CODE IS AWESOME!!,Positive,Positive,0.9999756813049316,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
"Don't get me wrong, I love brokeback mountain, but I think it has more to do that only white people can talk about racism and wins an oscar.",Positive,Positive,0.9999648332595825,True
I love Brokeback Mountain....,Positive,Positive,0.9999717473983765,True
Mission impossible 3 is awesome..,Positive,Positive,0.9999746084213257,True
"Always knows what I want, not guy crazy, hates Harry Potter..",Negative,Negative,0.9999498128890991,True
i love kirsten / leah / kate escapades and mission impossible tom as well...,Positive,Positive,0.9999732971191406,True
i love kirsten / leah / kate escapades and mission impossible tom as well...,Positive,Positive,0.9999732971191406,True
The Da Vinci Code sucked big time.,Negative,Negative,0.9999568462371826,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
Brokeback Mountain was boring.,Negative,Negative,0.9999346733093262,True
The Da Vinci Code is awesome!!,Positive,Positive,0.9999748468399048,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
This quiz sucks and Harry Potter sucks ok bye..,Negative,Negative,0.9999645948410034,True
The Da Vinci Code sucked big time.,Negative,Negative,0.9999568462371826,True
oh and i loved the da vinci code.,Positive,Positive,0.9999710321426392,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",Negative,Negative,0.9999252557754517,True
Ok brokeback mountain is such a horrible movie.,Negative,Negative,0.9999488592147827,True
brokeback mountain was beautiful.,Positive,Positive,0.9999685287475586,True
Da Vinci Code sucks.,Negative,Negative,0.9999632835388184,True
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,Positive,Positive,0.9999713897705078,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
The Da Vinci Code is awesome!!,Positive,Positive,0.9999748468399048,True
the da vinci code sucked!,Negative,Negative,0.9999579191207886,True
went to see Mission Impossible 3 was so awesome i lost feeling in my left hand..,Positive,Positive,0.9999724626541138,True
da vinci code was an awesome movie...,Positive,Positive,0.9999704360961914,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
we're gonna like watch Mission Impossible or Hoot.(,Positive,Positive,0.9999747276306152,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
the people who are worth it know how much i love the da vinci code.,Positive,Positive,0.9999735355377197,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
Brokeback Mountain was boring.,Negative,Negative,0.9999346733093262,True
"The Da Vinci Code was awesome, I can't wait to read it...",Positive,Positive,0.9999655485153198,True
"Always knows what I want, not guy crazy, hates Harry Potter..",Negative,Negative,0.9999498128890991,True
Da Vinci Code sucks.,Negative,Negative,0.9999632835388184,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
I wanted desperately to love'The Da Vinci Code as a film.,Positive,Positive,0.9999732971191406,True
DA VINCI CODE IS AWESOME!!,Positive,Positive,0.9999756813049316,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",Negative,Negative,0.9999632835388184,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
Da Vinci code was awesome!!!,Positive,Positive,0.9999755620956421,True
"Is it just me, or does Harry Potter suck?...",Negative,Negative,0.9999535083770752,True
This quiz sucks and Harry Potter sucks ok bye..,Negative,Negative,0.9999645948410034,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
love Harry Potter.,Positive,Positive,0.9999620914459229,True
"Back in Melbourne, Mom and I went to see Da Vinci Code, which was totally awesome, but they left things out!",Positive,Positive,0.9999551773071289,True
on a side note Mission Impossible 3 was AWESOME!,Positive,Positive,0.9999738931655884,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
Harry Potter is a story of good conquering evil and the friendships that are formed along the way...,Positive,Positive,0.9996824264526367,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
Brokeback mountain was an awesome movie.,Positive,Positive,0.9999697208404541,True
and I do enjoy reading the Harry Potter series...,Positive,Positive,0.9999687671661377,True
"Then again, the Da Vinci code is super shitty movie, and it made like 700 million.",Negative,Negative,0.9999411106109619,True
Da Vinci Code sucked..,Negative,Negative,0.999963641166687,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
Love luv lubb the Da Vinci Code!,Positive,Positive,0.9999715089797974,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
"Its freezing cold up there! -......-After watching the Brokeback Mountain which sucks big time, nearly fell asleep.",Negative,Negative,0.9999581575393677,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
Brokeback Mountain was so awesome.,Positive,Positive,0.9999748468399048,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
I'm not a big TC fan either but I like Mission Impossible.,Positive,Positive,0.9999682903289795,True
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",Positive,Positive,0.9999606609344482,True
Harry Potter sucks arse.,Negative,Negative,0.9999580383300781,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
"Went to see The Da Vinci Code, which sucked even worse than the book...",Negative,Negative,0.9999499320983887,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
"And by the way, Da Vinci Code movie sucks ass..",Negative,Negative,0.999958872795105,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
The Da Vinci Code was absolutely AWESOME!,Positive,Positive,0.9999727010726929,True
PS da Vinci code is an awesome movie!.,Positive,Positive,0.9999746084213257,True
mission impossible 3 was an awesome movie.,Positive,Positive,0.9999712705612183,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
da vinci code was an awesome movie...,Positive,Positive,0.9999704360961914,True
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,Positive,Positive,0.9999713897705078,True
I love Brokeback Mountain....,Positive,Positive,0.9999717473983765,True
then we went to mission impossible 3 awesome movie.,Positive,Positive,0.9999656677246094,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
Brokeback Mountain was so awesome.,Positive,Positive,0.9999748468399048,True
Mission impossible 3 was fucking awesome.,Positive,Positive,0.9999741315841675,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
Da Vinci Code sucked..,Negative,Negative,0.999963641166687,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
the Da Vinci Code is awesome..,Positive,Positive,0.999976396560669,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
You think that Harry Potter is evil..,Negative,Negative,0.9999089241027832,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
for that ( but since it was my fault she is into Harry Potter...,Positive,Negative,0.7804867625236511,False
mission impossible III kinda sucked.,Negative,Negative,0.9999527931213379,True
we're gonna like watch Mission Impossible or Hoot.(,Positive,Positive,0.9999747276306152,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
The Da Vinci Code is awesome..,Positive,Positive,0.999976396560669,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
"Harry Potter sucks, it's just that simple.",Negative,Negative,0.9999567270278931,True
and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it.,Positive,Positive,0.9999690055847168,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
So have I mentioned how much I love Brokeback Mountain yet?!,Positive,Positive,0.9999711513519287,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,Negative,Negative,0.9999395608901978,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",Negative,Negative,0.9999549388885498,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
I would like to kill the writers of Brokeback Mountain for ruining my image of cowboys!..,Negative,Negative,0.9996566772460938,True
Brokeback Mountain was boring.,Negative,Negative,0.9999346733093262,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
da vinci code was an awesome movie...,Positive,Positive,0.9999704360961914,True
The Da Vinci Code is awesome..,Positive,Positive,0.999976396560669,True
This quiz sucks and Harry Potter sucks ok bye..,Negative,Negative,0.9999645948410034,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
Brokeback Mountain was boring.,Negative,Negative,0.9999346733093262,True
Da Vinci Code sucked..,Negative,Negative,0.999963641166687,True
da vinci code sucks...,Negative,Negative,0.9999634027481079,True
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",Negative,Negative,0.9999277591705322,True
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",Negative,Negative,0.9999188184738159,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
"Oh, and Brokeback Mountain is a TERRIBLE movie...",Negative,Negative,0.9999539852142334,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
da vinci code was an awesome movie...,Positive,Positive,0.9999704360961914,True
we're gonna like watch Mission Impossible or Hoot.(,Positive,Positive,0.9999747276306152,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",Negative,Negative,0.9999277591705322,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
"I absolutely LOVE Harry Potter, as you can tell already.",Positive,Positive,0.9999744892120361,True
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,Positive,Positive,0.9999713897705078,True
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",Positive,Positive,0.9999681711196899,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",Negative,Negative,0.9999632835388184,True
The Da Vinci Code was absolutely AWESOME!,Positive,Positive,0.9999727010726929,True
"Always knows what I want, not guy crazy, hates Harry Potter..",Negative,Negative,0.9999498128890991,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",Negative,Negative,0.9999252557754517,True
"Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks...",Negative,Negative,0.9999436140060425,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
"Oh, and Brokeback Mountain was a terrible movie.",Negative,Negative,0.9999512434005737,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
"Mission Impossible 2 was awesome, so 3 should be good.",Positive,Positive,0.999971866607666,True
Brokeback Mountain which was AWESOME..,Positive,Positive,0.9999704360961914,True
I love Harry Potter!..,Positive,Positive,0.9999765157699585,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
about how much i hate the da vinci code.,Negative,Negative,0.999883770942688,True
Brokeback Mountain was boring.,Negative,Negative,0.9999346733093262,True
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",Negative,Negative,0.9999549388885498,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
the people who are worth it know how much i love the da vinci code.,Positive,Positive,0.9999735355377197,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
DA VINCI CODE IS AWESOME!!,Positive,Positive,0.9999756813049316,True
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",Negative,Negative,0.9999188184738159,True
"im sick of books right now, but i must say, da vinci code was awesome..",Positive,Positive,0.999963641166687,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
Love luv lubb the Da Vinci Code!,Positive,Positive,0.9999715089797974,True
Brokeback Mountain was so awesome.,Positive,Positive,0.9999748468399048,True
"I absolutely LOVE Harry Potter, as you can tell already.",Positive,Positive,0.9999744892120361,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,Positive,Positive,0.9999713897705078,True
I wanted desperately to love'The Da Vinci Code as a film.,Positive,Positive,0.9999732971191406,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...",Negative,Negative,0.9999222755432129,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
"Harry Potter sucks Frodo's balls, and vice versa.",Negative,Negative,0.99994957447052,True
The Da Vinci Code is awesome!!,Positive,Positive,0.9999748468399048,True
I wanted desperately to love'The Da Vinci Code as a film.,Positive,Positive,0.9999732971191406,True
I hate Harry Potter..,Negative,Negative,0.9999395608901978,True
i love kirsten / leah / kate escapades and mission impossible tom as well...,Positive,Positive,0.9999732971191406,True
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",Negative,Negative,0.9999277591705322,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
I used to hate Harry Potter...,Negative,Negative,0.9999338388442993,True
"Brokeback Mountain is a beautiful place, picturesque, quaintly attractive, impressive.",Positive,Positive,0.9999545812606812,True
we're gonna like watch Mission Impossible or Hoot.(,Positive,Positive,0.9999747276306152,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
i love kirsten / leah / kate escapades and mission impossible tom as well...,Positive,Positive,0.9999732971191406,True
A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.,Positive,Positive,0.9999068975448608,True
Friday-Harry Potter Feast = AMAZING!,Positive,Positive,0.9999369382858276,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
These Harry Potter movies really suck.,Negative,Negative,0.9999580383300781,True
"Oh, and Brokeback Mountain is a TERRIBLE movie...",Negative,Negative,0.9999539852142334,True
I just love brokeback mountain....,Positive,Positive,0.9999737739562988,True
"Is it just me, or does Harry Potter suck?...",Negative,Negative,0.9999535083770752,True
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",Negative,Negative,0.9999632835388184,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",Negative,Negative,0.9999549388885498,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
So Brokeback Mountain was really depressing.,Negative,Negative,0.9999536275863647,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
Brokeback Mountain was so awesome.,Positive,Positive,0.9999748468399048,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",Positive,Positive,0.9999731779098511,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
These Harry Potter movies really suck.,Negative,Negative,0.9999580383300781,True
Brokeback mountain was beautiful...,Positive,Positive,0.9999693632125854,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
Mission impossible both the first and second sucked..,Negative,Negative,0.9999470710754395,True
If Jesus is fabricated a la the Da Vinci Code then Christianity is worthless...,Negative,Negative,0.9998682737350464,True
Brokeback Mountain was a pretty awesome movie.,Positive,Positive,0.9999692440032959,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
I am going to start reading the Harry Potter series again because that is one awesome story.,Positive,Positive,0.9999700784683228,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
"Always knows what I want, not guy crazy, hates Harry Potter..",Negative,Negative,0.9999498128890991,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
mission impossible III was awesome...,Positive,Positive,0.9999727010726929,True
These Harry Potter movies really suck.,Negative,Negative,0.9999580383300781,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",Negative,Negative,0.9999549388885498,True
